特製杏仁豆腐,特製杏仁豆腐,10088,5,4,0,,,,
デザート,デザート,10089,5,0,0,,,,
アイスクリーム,アイスクリーム,10089,5,1,0,,,,
ミニパンケーキ,ミニパンケーキ,10089,5,2,0,,,,
みたらし団子,みたらし団子,10089,5,3,0,,,,
特製杏仁豆腐,特製杏仁豆腐,10089,5,4,0,,,,
ワイン,ワイン,10330,6,0,0,,,,
赤,赤,10330,6,1,0,,,,
白,白,10330,6,2,0,,,,
ロゼ,ロゼ,10330,6,4,0,,,,
ワイン,ワイン,10331,6,0,0,,,,
赤,赤,10331,6,1,0,,,,
白,白,10331,6,2,0,,,,
ロゼ,ロゼ,10331,6,4,0,,,,
ワイン,ワイン,10332,6,0,0,,,,
赤,赤,10332,6,1,0,,,,
白,白,10332,6,2,0,,,,
ロゼ,ロゼ,10332,6,4,0,,,,
酎ハイ,酎ハイ,10340,7,0,0,,,,
レモン,レモン,10340,7,1,0,,,,
ライム,ライム,10340,7,2,0,,,,
カルピス,カルピス,10340,7,3,0,,,,
青リンゴ,青リンゴ,10340,7,4,0,,,,
グレープ,グレープ,10340,7,5,0,,,,
ウーロン,ウーロン,10340,7,6,0,,,,
緑茶,緑茶,10340,7,7,0,,,,
ライチ,ライチ,10340,7,8,0,,,,
プレーン,プレーン,10340,7,9,0,,,,
ハイボール,ハイボール,10341,8,0,0,,,,
プレーン,プレーン,10341,8,1,0,,,,
コーク,コーク,10341,8,2,0,,,,
レモン,レモン,10341,8,3,0,,,,
ライム,ライム,10341,8,4,0,,,,
ジンジャー,ジンジャー,10341,8,5,0,,,,
トニック,トニック,10341,8,6,0,,,,
ゆず,ゆず,10341,8,7,0,,,,
梅,梅,10341,8,8,0,,,,
シークゥーワーサー,シークゥーワーサー,10341,8,9,0,,,,
のみ方,のみ方,10270,9,0,0,,,,
ストレート,ストレート,10270,9,1,0,,,,
ロック,ロック,10270,9,2,0,,,,
水割り,水割り,10270,9,3,0,,,,
ソーダ割り,ソーダ割り,10270,9,4,0,,,,
ソーダ割り（レモン）,ソーダ割り（レモン）,10270,9,5,0,50,40,35,
お湯割り,お湯割り,10270,9,6,0,,,,
お湯割り（梅干）,お湯割り（梅干）,10270,9,7,0,80,50,56,
お湯割り（レモン）,お湯割り（レモン）,10270,9,8,0,50,40,35,
お湯割り（クローブ）,お湯割り（クローブ）,10270,9,9,0,50,40,35,
のみ方,のみ方,10271,9,0,0,,,,
ストレート,ストレート,10271,9,1,0,,,,
ロック,ロック,10271,9,2,0,,,,
水割り,水割り,10271,9,3,0,,,,
ソーダ割り,ソーダ割り,10271,9,4,0,,,,
ソーダ割り（レモン）,ソーダ割り（レモン）,10271,9,5,0,50,40,35,
お湯割り,お湯割り,10271,9,6,0,,,,
お湯割り（梅干）,お湯割り（梅干）,10271,9,7,0,80,50,56,
お湯割り（レモン）,お湯割り（レモン）,10271,9,8,0,50,40,35,
お湯割り（クローブ）,お湯割り（クローブ）,10271,9,9,0,50,40,35,
のみ方,のみ方,10272,9,0,0,,,,
ストレート,ストレート,10272,9,1,0,,,,
ロック,ロック,10272,9,2,0,,,,
水割り,水割り,10272,9,3,0,,,,
ソーダ割り,ソーダ割り,10272,9,4,0,,,,
ソーダ割り（レモン）,ソーダ割り（レモン）,10272,9,5,0,50,40,35,
お湯割り,お湯割り,10272,9,6,0,,,,
お湯割り（梅干）,お湯割り（梅干）,10272,9,7,0,80,50,56,
お湯割り（レモン）,お湯割り（レモン）,10272,9,8,0,50,40,35,
お湯割り（クローブ）,お湯割り（クローブ）,10272,9,9,0,50,40,35,
のみ方,のみ方,10273,9,0,0,,,,
ストレート,ストレート,10273,9,1,0,,,,
ロック,ロック,10273,9,2,0,,,,
水割り,水割り,10273,9,3,0,,,,
ソーダ割り,ソーダ割り,10273,9,4,0,,,,
ソーダ割り（レモン）,ソーダ割り（レモン）,10273,9,5,0,50,40,35,
お湯割り,お湯割り,10273,9,6,0,,,,
お湯割り（梅干）,お湯割り（梅干）,10273,9,7,0,80,50,56,
お湯割り（レモン）,お湯割り（レモン）,10273,9,8,0,50,40,35,
お湯割り（クローブ）,お湯割り（クローブ）,10273,9,9,0,50,40,35,
のみ方,のみ方,10274,9,0,0,,,,
ストレート,ストレート,10274,9,1,0,,,,
ロック,ロック,10274,9,2,0,,,,
水割り,水割り,10274,9,3,0,,,,
ソーダ割り,ソーダ割り,10274,9,4,0,,,,
ソーダ割り（レモン）,ソーダ割り（レモン）,10274,9,5,0,50,40,35,
お湯割り,お湯割り,10274,9,6,0,,,,
お湯割り（梅干）,お湯割り（梅干）,10274,9,7,0,80,50,56,
